Name,Photos,Paperwork/Receipts,Status,Type,Style,Brand,Model,Year,Serial Number,Link,Date Acquired,Purchased Location,Replacement Value,Purchase Value,Maintenance,Accessories,Notes,ID,Asset Link,Record ID,Checked Out,Date In/Out,EPC,Location,Linked Instruments
Colorado Flowers Strap,"IMG_4227.heic (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Cgi-ium6XZm2Re-7ZomRWw/Zk8LyN0JGyonZ2P_fe62TXMBEF-WXVbMv5CLdse6vhVMIdlGKbmvGq-xUJjo5NIxnKLOUQxZ7AZiHxqi8pv_8z69MXpbv20G17CvAIH8kKxtg0BwObp9wL71BVJ-gYFuLl4fdLz_4Ih3xCYN0vFVlQ/wOEPScyBMDpJ_2LtB28iBhcm-bXk2_3fnDDTWHITCWw),IMG_0282.heic (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/QlARpx23TpGbLXAofcD7dQ/xbXXeGJQTibysUzOjIHQuwmgtd9pSXObEnpscBKdkCOsASywGSn_gibQBs8cprLlmDKjsqMBSSRJDDoldBS7KKyvfn3mPsi73IfK-j7qbzQ7QNxP6u-6toZVU4Hee9EF6kO0GFu6tRYkRgi5WzYscw/IMv3l6_6gvDC3wHO6a82J8PibYT4zCRnxbtwJY7OXzA)","66171567282__59350E77-D097-4411-8383-5DFABB653D73.heic (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/LQowGZu4jUfB1UeWQjyoJg/TXxqV9HVKKYL1dB5TNAoG6UUlih7Ll90aJoVQYo-uw7ngFGd9ig9vn5RkSeyJCOoq8T4_nzIV1qPzTpnPDGHcjEScepnjGy2FtKWanpHe1K5d_LFq14o40JmFgssrdgIJfH7ykrifisQOTDY1U5a2mm697FrXkclnKzMX5UQX6ISa9w690lkbyvZR7KI6zfGXm91kGPCAK4PhFRqHtwrWA/zubOc6ZnEmBJAjlIEBwyFj_zONgdsUHqdH3r4_YbvZA),IMG_4112.MOV (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/TGKWB2gyy0YjGxciCdRe7g/j-UvxC1SzXTpcHXVpG2V6_i_I8FWR5yk-rx4OaZ0ZMhJm6HBbLvcasf89s1uVZl68cIV0zx4kOqQvUtmt4eceB_c9kkCBj99-v4Y4SPXYXUTRYwafNeFR70C12K5kg4_ko1gIMpOZyY__tLR-J4Uwg/Oqzn5Doo3gY6LqRDFzs5Q2jsWztUPf6g-MZ8fh1H1_Q),66242999013__693CD36C-B9EC-42A6-95F6-0243AF842694.heic (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/mB0OobkaOmuuYjPMX_K1qg/us5XuX4KvzCHQLBnRt7bmPccgf731byS9sC5MKkBPDbTmNakd8c0nTpboInziF7TZG-WeQ8ZNYtoxRVDj_7ohvs93FcbEYSIOyU0kEBJYyYy3qxAXmS7DuAucqTJEYSAG9_laL9NlnVcumvpbNIKxMOI6btp2uqNg3aQMgDj0nfrGoRxIp860wl_8Iyd1J5Ru5NkeA_r_rug6QxjxPAzyw/2FOzgZ09R1bl3xrTKDWvKEut9zdeoYP8oEEZPebelj0),IMG_4226.heic (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/-fbSYf6yorlfoZvE0FvxDQ/oOjaBQUrBsMwJPYMXZfc58oaXrGnrD2eZOVLizGp4KNntttPPPSwDHpV4CI_pBsf9a7M_y8dXAMVMHmMEaBjO7kq5bl29pmlc0Mg1bcNUO8TgXmw0bQxEICwZyeE9xcH_OgaoePIBumBQmC9cxOqqw/p_awraR8uLQ4ylEuQwv233AEVN2eIMD5KOIVPVjX3vE),Screen Shot 2022-04-01 at 8_02_43 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/9IFNKPc7iyGvrwrxMoH96w/twaK53VvSFh14afNkYGOkF5Q9MIRhAVcg8jWBKbwHdoj89-XHYsai7087loBahuJrav9ljQLup7mGRz0ciN0hCCnps6VQpQg6Q_36ISLDRyyE79mGXYDae70RnQcvXAGlcqhHjLb-BtyVFwTzrr2B8gxLZ8346UHKYcjYUTSkKA/Sr8IIPtgpqxyByU4XVhtCdsEtSf73xjeTtay8Ddi9Mw)",Current,Other,Strap,Michael Parham,,2021,,,2021-02-27,,$1000.00,$725.00,,,,73,https://gearcheck.nicholewagner.com/item/73,reckiB0oWPO8yNtiG,,10/21/2022 9:50pm,050585000000000000007B7E,,Emmylou Harris Gibson
Jodi Head Emmylou Strap,,2022-03-31 22.12.58.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/5-WWC050_r6QQ6kKHkdi3w/pumzJeGp3Y8F_rE7rlfqb0e2BmP80Zs95jLnWATllncf-xG_zsa0bQQXFC031u7UDlR0blYlyKqE2N5gczyjAmNNJa5RrLZom7iXq2MLKXctHcNv6owCaKsibwi8E83LDfgykY1xAopQY5sMrMOXWcm8-_AnAfD1S9cyJQTLATM/G4X-zFZF0e6yY-IavRVdhqPonfXagqj5q-2FaAH0TQ4),Lost,Other,Strap,Jodi Head,Emmylou,2020,,,2022-03-15,Reverb,,,,,,71,https://gearcheck.nicholewagner.com/item/71,reckSNg2MAh5iDvkg,,,,,
Power Conditioner,"2022-03-31 21.50.23.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Oqlx-PuGsP1OEnSlgeVH3A/zYW5jrIutEMvrVHshcyTfd269pf9xGRkTFWVSCLpuZOPnKLlGN965ZsQSQ-XrQSFadhZiCXAGZp8-qJlLellM9zlJqUfvJ-ERpzqFe96mZpoL3bznNrIDA_7Ttzj0DeXU8qOXxOjyBPzwR0dn9l-4mb1uC0YcrysObvm6eWG5iQ/rp8C8ysxxqGTYIctxaIjSe2wnZ7ALcP19qp4JL-qZN0),2022-03-31 21.50.28.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/FcK1A_fmqOOs9CQd18yOCg/fXiy0EzkuLRolHjEjKNI8kiFTmOrXmo-yJM5HcPFcWeueFh_zpBlNcEkKbDDXQkXQmi7tzmbAGyVaJGQvseqmHuMiL_nQ9LYeIu8UVh2Dp6FV4XM_fQZ6e1hmYrt9gN_3_zGwKpyUxldTnwv7f6OPNmxhVfj4OdeHfWadfxNyR4/0FA0GYlY92-ULhED7qFyry6VdRaCXVHdpqqI6sP272U)",Amazon_com - Order 111-8101487-0143465.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/UmZtisjIBoBvmTnTGr0AFg/JGt9AKuM3y3PPAW_P0ixRQmNZT_gjVviujTInaupvqHM8t0UbOd2LL9CuGXO-2ffkmiWPAggWILrJA655RfWbkovjgPRoBGlHMCVtNCjff2GcT6EQNYR9lXmmQQiYYiMykzF0OmNbG0bl18zvcklYCxue-S7iip3V8hLOk7XAz4_wH2JPinJOwwVSrwkteT2/d4uwhYRVlfHw3VQRuYQeatbfnYKbxDQhXNZp4-GHQEY),Current,Live Sound,Power,Furman ,SS-6B,,,,2019-05-19,Amazon,$34.00,$33.49,,,,69,https://gearcheck.nicholewagner.com/item/69,recor2DQ8RtEOPrT9,,12/1/2023 4:29pm,E2000020270A005907402139,,
Shubb Finetune Capo - Rosie,,,Current,Other,Capo,Shubb,Finetune,,,,,,$80.00,$80.00,,,,58,https://gearcheck.nicholewagner.com/item/58,recB6LtLrWnFbUMfo,,10/8/2022 11:50pm,2022062512247A03102001FE,,
Shubb Finetune Capo - Emmy,,2022-03-31 22.22.01.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/tDVCpRiMImsF7BNeCDP1vg/MA85rRwn6AEU0G32A5SGGGo5VeHY4pUhJZm9SlKdDNJHypb1TlAssWovxLhxesUaZE_D_hKZKe-eoS8uJR7lgZmR18RvOxAP7OcxVDFu8xSl4Idt1VBHyfWQ1uQpVbGmMVgYh9Ahb-njBPwIK3S9HL3FQhOsAg9nlZXYo_r_50U/EdKIoQlnKWJi3xp5-hdAOd2-F-xGIH3FxhiHaJoZFvM),Current,Other,Capo,Shubb,Finetune,,,,,,$80.00,$80.00,,,,59,https://gearcheck.nicholewagner.com/item/59,recsyIax2jL2Ua72V,,10/21/2022 9:50pm,2022062512247A0310200216,,
Shubb Finetune Capo,,,Current,Other,Capo,Shubb,Finetune,,,,,,$80.00,$80.00,,,,60,https://gearcheck.nicholewagner.com/item/60,recCaMBDIKjAYDzPR,,11/2/2022 4:42pm,2022072816349A011A100A28,,
Shubb Capo,,2022-03-31 22.09.24.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/rDmw_UvlCztckL_LoYiEEA/lUaIc7dyQryH3Uf5N3uAtiJzqeeE_N1OJkJyx5RjnyzpW-6luWxsAZRr2l7pgxZZtEDLaumVTbU199dVHOsCxMrLHd83BEYb9QKEV7fw2lMYJaYD7KOB42Bjg26a1yQwJb9GwNTT1_MjbQIQKpF4KiTk39QpgwMTlvGwKYKL-P8/KcUf0HlLTfO_HDayeI88L9KB1BoZ6j0xEwKCEAvbnGY),Current,Other,Capo,Shubb,S3V,,,,,,$43.00,$42.00,,,,70,https://gearcheck.nicholewagner.com/item/70,receHiThidjHm1fuV,,,,,
Shubb Finetune Capo - J-200jr,,,Current,Other,Capo,Shubb,Finetune,,,,,,$80.00,$80.00,,,,103,https://gearcheck.nicholewagner.com/item/103,recWP5ap0HpBZU3zO,,8/20/2022 7:50pm,2022072816349A011A10092B,,
Franklin Glider Capo,,,Current,Other,Capo,,,,,,,,$35.00,$35.00,,,,128,https://gearcheck.nicholewagner.com/item/128,recwM2C6VWSncGs34,,,,,
Digital Interface,,,Current,Other,Analog-to-Digital Converter,Tascam,US-2x2,,0010026,/instruments/3574,2015-01-01,Guitar Center,$200.00,$200.00,,,,3,https://gearcheck.nicholewagner.com/item/3,recIVJUYxPNNUIBX7,,,,,
mono pedal board + bag,,2022-03-31 22.12.34.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/B2u2cL-LgL0oRYgxSYsHlA/_Ky43wsXdyLPicFUM4L8ykyAMaobwLaLF7V2plhdCNQNmEMroARHPFYigURtiDHmsCpK6koSo4e0kydXeXALAaERLlMFV-fNFGr2RecdRwVIeTv9L9cRuL0Wq7qqqeDq9ga67mj4NzNhkUr_FgBN9DRjNmO2ZWpyDGiqvPbndKA/k7aiMAA_PASy-vywVn-1Lc2ISxg4oXBojoaU0zFG7iI),Sold,Pedal,Pedal Board,PedalTrain + Mono,,,,,2020-06-20,Mercari,,,,,Sold on Reverb ,37,https://gearcheck.nicholewagner.com/item/37,rec3p2p8O6g7IzXDP,,,,,
Nano+ Pedal Board Electric,2022-03-31 22.32.22.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/mXTHeNw_y2wY-3snm1YRbQ/3z3Ut3riX-_9sLifv3ts6-BN90c7PPRjR4IbG8IyuY9ZqJzprFJQknYvc75_kpPQYgWOh1Gc1O8xJ7DK1pb-PPurSSDmfTdo8S1EOEOuRYqhfUSATvi7jdkFBwJBMaRsbNtwlF3U--3HIYGZJsbHwjtmj0Vl5H0edQ16YrsHBDs/th75qh9H55IscuZPg8RY8DYzNT8yLLpuQDP0fYQYn7s),2022-03-31 22.19.09.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/fek-NyiPxMmmp7aYcc8JJA/1Y7SLRXl8Gg4KSZ0Y9g2zxQyF7xF4igoNqaaDRYssH2fV3C32jeI7ivqHNBWdlxDCNseNTaiS4tBAwfqmrlhy8R0ocy3Imevbx_kowln16MhOZh86dwhTFmxydGk9V03KpT2EBD7uvXsF97wCUAJUWJUTg0OWkrqT3fO17waR4E/ezbYigadI73GGcxkb8ERIjMjARZ4q25zeMLS2LKA4sk),Current,Pedal,Pedal Board,PedalTrain,Nano+,,N/A,,2021-08-01,Reverb Chicago Music Exchange,$75.00,$75.00,,,,47,https://gearcheck.nicholewagner.com/item/47,recMq9hr5ajdQ1JJZ,,3/25/2023 3:33pm,E280699500005005EF4115C0,,
Nano+ Pedal Board Acoustic,2022-03-31 21.53.29.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/VZ2dQXlEhgVPqQ3C_cmUnA/J0dX2BXkHk9ciY13m6Y2fFyz44kLv9oJks_s-_vGTDtFDUOPABbe59A9VPPGvMZQD1Vu8bUEXB25gF8svLV-HTj_xz9ujIsFuyft1_wwt5zy-ifXmzK6hjw2G-o6GeFwJu7U6PAWa6vc17FZuTz-uF1NEH0wXjnfW_M2kGDeZ8Y/ogegLkcbgLuuK8EJdsegyYkDLMiCKTB0ZwG954Oc3s0),2022-03-31 22.21.31.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Df7664bRa-N3hYPWspThXA/imE3V9GsmVtEKaH-8kTJYqBoxMSiQliHZRdlK66iycFJ_ec6-Zc42fR_UeowmCJYbFvJK3sq2Rkcq6SHynHV60Ms4nBXM1LUEe7YXcSsZIQBA3iHhYVj20xrx-zu7Y8nVurnmn2YXP2J0VQffw8NP9oc0zyHaGWFVpre1liqg-M/FOadJ8zn0KGo2kcxV4AoeW9uX2T07McXhLAJYwKx414),Current,Pedal,Pedal Board,PedalTrain,Nano+,,N/A,,2021-08-01,Reverb Chicago Music Exchange,$75.00,$75.00,,,,48,https://gearcheck.nicholewagner.com/item/48,recEoesEKju7bNc63,,12/1/2023 4:29pm,000119800000000000001EC6,,
Super Chorus,"2019-03-09 13.09.33.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/4bi00vj0e0r-hW_YfUnS-Q/EjnhGf_RH-t2i5w84DfBZE5YRgm0clPLQaRmMZLwfRIpjHqa2GpinrE8UUVPsk84PccBi6WdAj-ueHUbmESznxnvLt9c6q46b4c8EGCVzMOengD7frg_m-KFlVS-hm7RC8bPvg5yBDA3ekQLNn_4UFNZbclzH1w--BzyVyOwQ-U/KdHFaqS0pF1OI7Q4d1RvGTmmwbazXqHDsaWy4qtH2Z8),2019-03-09 13.09.28.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/0qiXc0f8zk1NYK_vAdHwIg/BpGZ8v3VeCoaag12oOJVqge-mdjZlGAIu6AQA2yM1rWzuCjd05bwVnNhDeONXHtnCu05j45iP8ptJttlm_4has7HFrJQFr5sFuzeAtm4lVmoELY26XgVFwKIRr8ctCgKwXJ1xkSn4LrFyx_p84JoErvkOKY2nO3LVS7LOdfjkNU/kV4VZBCu639P8cDjR58RAdAIrDVR0Ac5xVzxxR6_06w)",,Current,Pedal,Effects,Boss,Super Chorus CH-1,2014,CR09258,,2016-03-09,Craigslist,$60.00,$50.00,,,,14,https://gearcheck.nicholewagner.com/item/14,recvBj51rsC4lmjAI,,,,,
Echobrain,"2019-03-25 22.42.06.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/co2UdFF3djYt1r_x7Kw2zw/g9Gc2UDyKGPfTvJMBSzDKmMv_uRn6OOjRYxWY-ToZTvxWFQH2FiSabwVoOtyjTv1Cyx89_HUzV9wLoPWF2yNK5Z9R3rHJzZmel53VwodHsBPySJyMxeY5FfQsI2VjdGYQHBrJznOJW97il5C7Uj0lKLfxQrszhyFoTe-ZQ08yvo/w6WBDvyJHwb7NbWCFzAZGW40CTjToAFf0Qn1EzJ7Kpc),2019-03-25 22.42.00.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/BNIAnB9p7KyYVGqhM019eQ/kLYe2f5BMlN8Xx0i6EoEDNW42ZlPVUKNX9_-LHkgQm3BH1uK35dyUylug0TYIMRTSSEyXncwHVMIx8TGr5CVObpEc_bxd6S217akghGAdZIedADQqQN6EhXYiW0d9m5wsEXxJKioL-bKOiaMFnWXo8OsApyh95mZE0elKhCLMbw/7F8b9778Baf2utkfND7SsRj0cP1n1uE-lB6kDPPuowU)",,Current,Pedal,Effects,TC Electronics,Echobrain,2019,S180501826CBE,,2019-03-24,Guitar Center,$75.00,$75.00,,,,26,https://gearcheck.nicholewagner.com/item/26,recs6Ko6GmjCN8iJ9,,,,,
Earthquakes Levitation,2022-01-05 19.55.40.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/hsAnpjHCIt5-w0hc_Iihzw/v0p94SQ3EJbHrfyOYs-xtWzFVSQJPyVrjNkLWFdOjqAMivm15VwNVgtfy8Zx-sa5QVikvEypn6s6luFvs0N93UH7lGIATFwReIG7EPHB17bPODaeNMIjTM4LnTQW203MjhpqYKhfsPZ-NSPPXI5zYvzlPBVC5BrjFyayCyvqgUc/cIl0vDIvG69XjMbAUoOOjZPMidP50Y6nilQtwmE6DX8),,Current,Pedal,Effects,Earthquaker ,Levitation,2019,,,2020-03-08,South Austin Music,$189.00,$189.00,,,,35,https://gearcheck.nicholewagner.com/item/35,reclnmiQkr7EZ5agf,,,,,
Blessed Mother,"2020-11-25 11.53.53.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/kZ6Z0qhsQ05L3vd_kpMslw/iAvvtcidFYdYhBBs4AJ6YjavkDuUMNaqm5JxrKqZFIdhZgYAv30CHH_Rm-uJLDqSdFywvRVUz0UDu8_0f4uhyPFu5Rq96WdOYiQq1I3LrElyOZhhcpjb4d5Z6sHX3cICz4KNMy14TdozrnPgS5ciEg9uu1JcFhRhaJO1mvXvbuo/n8-JjqqiIkHTSAnsFh5J91TIBK1iYTQJnEAiIrgAQsk),2020-11-25 21.32.21.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/asKLGUVQum13ocS4AwYmHQ/djjbOmWWRAsdgUhy9-Y9mx1yOejvj9CSkr-kFyQbWdhHYAd2WjNMjVQjVYp_6iklZ8tGi8mcW60oElKAMzEIs6Yb5QLhrtLU4thBm-IpdAVIcHbUEVGyqZPFpqBaKCrWvAdCl_3EbjNAy7Jv81UUSE4CVWE3kVXW0Hbn4Xp-xZA/il9VncZe5X43kkWwR2q6iOKUc9Tngya2kuyLrilgyVA)",2022-03-31 22.12.23.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/83sc05UH7S_3bVU3ncTy_Q/GrWAFGI1mLOE0t5Sns9gdmACV00zcCH-fo7Q8uFlQjnCh4SXNDK54iJftsve8Q16J9hpU0WT_jY3b3I-YZnRqIojvSDrMqJh7Ys0XDBUCG-HN4RLV4S4W0qsB31IZ2SqOkRv1T2nEl8PkgBzpSAydXFqMhLV36UnAUW3VKKg_AE/khaeD4rBDeI9Zx8HJ08GSsOzfgewFVibkhDcLUaSEak),Current,Pedal,Effects,Heather Brown Electronicals,Blessed Mother,2020,,,2020-11-17,Reverb ,$225.00,$225.00,,,,40,https://gearcheck.nicholewagner.com/item/40,recQ2ALTrE3FjVkR5,,,,,
BodyRez,2022-01-05 19.57.12.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/7HLUXh-eDQEcNGcDb_E_JQ/7lJpflLZb2kpqlrc9u6YpnfzZawWNVyLiJ4F-qxHFDH02foan1ww_izA-qg7f_E0yuL18CCrretXorKmNrcirKN17h6X_-kCUKR35_VMj-ooGEPL-mub6BU70JpQy9_srOVE3XVYcFyz0ffzWAPFox4cgUxXcMxtdwhrj9NeEf4/VFkLYp50FeQCYEy3lEqyEtphgy22WLdUmmEOk0JU0eY),Screen Shot 2022-04-01 at 8_17_09 AM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/UK54PoXkhOz4ePLAY-Cc7A/dcY3a_eC3bI5Hz9qeugEbKh3hCPiRRjV5dxA2MQGxBmwC9ytgfzDgN3zPKJESXftNtjngXnKrLckCkOiwmGtZGRnbALSZWMxtt3P4VrLk4anGy-7PwynL3i1awM3DsjrGDbRx7STZfRelwFQVYw7nn_J6dqL6ri88FOBKs_6Ob8/Zmc-WyV1ngXpCqnOThO-W_r-EmYhKwBvUAC4EuQHCgc),Current,Pedal,Effects,TC Electronics,BodyRez,2020,,,2020-12-04,Amazon,$109.00,$92.00,,,,43,https://gearcheck.nicholewagner.com/item/43,recZe1EfJHeDQuV0K,,,,,
Acoustic Simulator,2022-01-05 19.55.20.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/UIFXZR7ygljDipax4RqPuA/B4HzvC6F5TXz4wh4qknyCHfjYrbyFn6uebUCcEFznbidlq34tPQCF1OZ6stdj0UjmBXqoahTgHBI8G6hAH7ONNMiM_lu2iiUtikzXAwhBNKBEXEYmVFJPXCKnfVKmEfqF8Y6hn541qTSYwFslGUY06eSHv4wKAmiPSErQJCLVFI/_VosUOfWkqvcbrroOlji6XHhV7_z6P4XwiP9EhBMgO8),2022-03-31 22.21.43.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/XPdxCpQDMWHmz70VTdklcw/n2thBZOen7EN0w0NM-m8BloNqffRioHtllJAwDcsD71lyRd83hz5sax_rCe5I5MDsjSR6oTUqFj9NHaITDaPJimkhEPmYKJQbxQlQkBJbuxDIEY_TfidZfLqmHTHlC9y_idRnpVgpgbNeuP9tGJtYWcL1R9MPS_Zzb11p7ralBc/i1bIueXBk-NNv1e0cmPOig2wkZ9YtiHkHp_c4TBQPg0),Current,Pedal,Effects,Boss,AC-3,,,,2021-04-05,Reverb,$100.00,$84.00,,,,44,https://gearcheck.nicholewagner.com/item/44,reccsu2cucUzJtEyr,,,,,
Equalizer GE-7,2022-01-05 19.53.32.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/jm080S58QBs8IF7viVhS-A/S8cj2iHkOXYU_38jOWrwOUgGaYfIC5X9wZFn76woi731rG8XqUnp9LHl4FBjAI6JDDnI6Bq_QL7KNGVLEoCb3kHtv1BYHyxwh0Kcy5UMg1GqERyTqkUkJNL1HaDyIVbp5FSeFaaU1udwwuLcr6bJY8h-4QY97JhkmMMr6QeFIyw/Yv0GeEe0HbgyKP1CBYo854FD4aY5a7e_4a69L5Pv6rM),,Current,Pedal,Effects,Boss,Boss GE-7,,,,2022-08-05,Reverb,$100.00,$60.00,,,,55,https://gearcheck.nicholewagner.com/item/55,recdnw9Bjpg3qIoF2,,,,,
Durham Electronics Zia Drive,p01rnvcb6plljjagei8g.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/wkca02CnssAAH2sH3J0FeA/fMFGP-K8kRVLd3DhfjvyubPWQb9X0Yy-zzeMUsP1QfHWEBfQcuHwzVTcKx-F9Yqxa2a05H0X9VAyrUfmvqevUYY2jSEHLWAvuAcbr3kQn9kt3F5Ui5K2CqlkXCAmu8qR76Zavzi1u-x6oMOPJ_0RYkUxyjiTI29fWd2-ysjlWPc/ugsUtmdWFtuDZc78Cq8y_EIsF9wDRGZne_cc353YoBA),Screen Shot 2022-09-01 at 1_04_03 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/CVWfG3_OPg3CIOE05xQhcQ/cPW6Rl8uhmA8o-O0lNMSkEZNc8Rkm-e5FxIqYKiMUcSyGQq5hWwYYSrdZ6U4K-_gw6Lgfx8Qk993-VuctQT7SexiCwK3orKS43XA_WYpSwNFHzZamtGa8EUpNbO0s3qVddu6ZpsnbmjmDBjY6pRCkV1RQepKVsxB_ZVEFFdHreE/Xjhll-qRYAcjxXL2TzmgQsPSyvUQHUVj54k9tLqTPYQ),Current,Pedal,Effects,Durham Electronics,Zia Drive,,,,2022-09-02,Reverb,$250.00,$125.00,,,,111,https://gearcheck.nicholewagner.com/item/111,recz96BccYSyoLGMd,,,,,
Fishman Aura Blender,"2019-03-09 13.08.04.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/xvo9R6i7YZioDbHWGixodQ/EcZ-eWYKLn-5wi5SefOvQ56sr-coCckysgHzrubLLgdh9jxOZ8fw-EHo7hVwy8UtFe1JJAqj8bb2Nzp5OoV7qhq_CU_V6hWr1WsCTVH4XOmHW0Dan2hN1rHfEsrBNU7GjnwzuzLWxhhJstXHR4_7QjPX-WtoyaGQsnh8YqReooQ/VJzqg13uC5KwpEOegchE6_xcJfNfszWpUvlYnvqHypM),2019-03-09 13.07.46.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Yn8kkZGVe3gq7zu-BkRfRg/sIhoqZYG4GetXHG-QV7VFrR8GCREc1XLmYH0B3kfpzriAvd8XtAX3iIVT8C3coZZcOpHp4kZaOy7xQsWl01QhoREbE07Klbwp792oz6zuVaudr7urxv1lSs8Kfe1uVLJ5KqaSY8VTfwrgYs8PoddGgPy0GHaZCDXJlwUU_OVpeU/gNKKt0-9o4K6TD_S8ytLayTdWyuGFbL8PKsEW_7_1gI)",2022-03-31 22.08.56.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/ODoz88jcPcmt3EXcIuTU8w/Fbgj1GzUr849SJmuP7ynOB0HziYxzuue9BEMUPyLI0E9A0MwPGmsu4gMXA4GEPsGGalTegItfD5NAXy_Mc1aY0fhzOwiPjUktiP9fqt16qg6_OkMNsB9ejkm8Hy-DkVN4lH8tnt34F6y5C6wJ0unPrb6uIP1_kscLuuZC7qy2f8/fDyTDU-Vhtitn9FOFsWrAtf5pDrEMWrUINybXcx-8Uo),Current,Pedal,DI,Fishman,Aura ,2003,7271,,2015-08-31,Reverb,$120.00,$99.00,,,,1,https://gearcheck.nicholewagner.com/item/1,recCf32G3yX2LpyyY,,,,,
